Kode_Promo|TanggalPromo|AREAID|Distributor_ID|Distributor_Name|GroupPromo_ID|PromoType_ID|ClassPromo_ID|COA|TITLE|Tgl_Awal|Tgl_AKhir|Total_sales_TaRGET|Background|promo_mechanisme|claim_mechanisme|claimtradeoff|costofpromo|Type_of_Cost|cost_rasio|status|Complete|tanggal_reco|Jenis_Biaya|Created_by|last_update|Approval1|Approval2|Tgl_approval2|Close|Partial_amount|Kode_budget|alokasi|Value|GroupOutlet_ID|sales_Target|KdPrincipal|level2Name
BP16091275|2016-09-27 00:00:00|NO DATA|1043045|DUTA LESTARI SENTRATAMA, PT - SURABAYA 2|Distributor|SALES MT DLS|TP LOKAL|601.5101|PROGRAM INSENTIF SEPTEMBER 2016 TEAM MT -DLS SBY 2 (PROPSBY2-205/MOD/DLS/IX/2016)|2016-09-01 00:00:00|2016-09-30 00:00:00|0||1	Program Insentif team MT DLS-SBY22	Periode September 20163	Mekanisme : Jika capai target September 100% maka akan mendapatkan insentif Rp 600000,-4	No Proposal : PROPSBY2-205/MOD/DLS/IX/2016, ACC pak Robin by email tanggal 26 September 2016|TRANSFER|Uang|60000000|NO DATA|60000000.000000|Approved|NG HOK LUNG|2016-09-27 00:00:00|J|Evi.Farikah|Gladys.Citra|NUR HASAN|NG HOK LUNG|2016-09-27 11:50:00|0|0|BD1601000|100|600000.00||0|MKI|SALES MKI
BP16091282|2016-09-27 00:00:00|NO DATA|KA00016|INDOMART|KA|TT NON PF|STORE FEE|601.4403|DISKON GO INDOMARET SURABAYA 1 PROPSBY1-202/MOD/DLS/VIIII/16|2016-09-01 00:00:00|2016-09-30 00:00:00|171977|TRADING TERM|DISKON GO INDOMARET 3% , TARGET TIDAK MENGIKAT|TRANSFER|Uang|515900|NO DATA|2.999800|Approved|NANI|2016-09-27 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-27 11:44:00|0|0|BD1602000|100|5159.00||171977|MKI|MODERN
BP16091397|2016-09-29 00:00:00|NO DATA|1043045|DUTA LESTARI SENTRATAMA, PT - SURABAYA 2|Distributor|SALES MT DLS|TP LOKAL|601.5101|BIAYA PENEMPATAN SPG HI-CHEW DI BONNET, HOKKY, PAPAYA-DLS SBY 2 (PROPSBY2-219/MOD/DLS SBY2/IX/2016)|2016-09-29 00:00:00|2016-10-02 00:00:00|0||1	Biaya penempatan SPG Hi Chew di outlet Bonnet, Hokky, Papaya – DLS SBY 22	Periode 29 September – 2 Oktober 20163	Biaya Rp 535000,-4	No Proposal : PROPSBY2-219/MOD/DLS SBY2/IX/2016, ACC pak Robin by email 29 September 2016|TRANSFER|Uang|53500000|NO DATA|53500000.000000|Approved|NG HOK LUNG|2016-09-29 00:00:00|J|Evi.Farikah|Gladys.Citra|NUR HASAN|NG HOK LUNG|2016-09-29 13:22:00|0|0|BD1601000|100|535000.00||0|MKI|SALES MKI
BP16091445|2016-09-29 00:00:00|NO DATA|1043054|JAYA MAKMUR, UD - MEDAN|Distributor|SALES MT NONDLS|TP LOKAL|601.5101|Tambahan Budget BP16060206 Program MT Anniversary Kasimura - Jaya Makmur Medan|2016-06-06 00:00:00|2016-07-06 00:00:00|0||Program MT Anniversary Kasimura - Jaya Makmur Medan INFO PROGRAM  : Program MT Anniversary Kasimura - Jaya Makmur Medan (PROPMDN-001/MOD/DLS/V/16)Program      :  Program Anniversary Periode    :  6 June -6 July 2016Product     :  All Product ( Beverage , Candy & Snack )Mekanisme Klaim :-	Melampirkan surat program -	Batas Akhir Klaim ke DLS 1 bulan setelah program berakhirNo Ref       :  PROPMDN-001/MOD/DLS/V/16Budget Biaya Promo :   Rp 1000000 ,-|TRANSFER|Uang|136500000|NO DATA|136500000.000000|Approved|KIMIN WIJAYA|2016-09-29 00:00:00|J|Gladys.Citra|Gladys.Citra|NURHASAN|KIMIN WIJAYA|2016-09-29 16:38:00|0|0|BD1601000|100|1365000.00||0|MKI|SALES MKI
BP16091454|2016-09-29 00:00:00|NO DATA|1043044|DUTA LESTARI SENTRATAMA, PT - SURABAYA 1|Distributor|SALES MT DLS|LISTING|601.5103|Tambahan Budget BP16081015 PROGRAM LISTING CANDY HI CHEW DI 55 OUTLET MTI-DLS SBY 1 (PROPSBY1-186/MOD/DLS/VIII/16)|2016-08-01 00:00:00|2016-12-30 00:00:00|0||1	Program Listing Candy Hi Chew Orange di 55 outlet MTI – DLS SBY 12	Periode 1 Agustus-30 Desember 20163	Mekanisme : OFF Faktur, Fixed Rate, Target tidak mengikat4	Biaya : Rp 12135000,-5	No Prop : PROPSBY1-186/MOD/DLS/VIII/16, ACC pak Robin by email tanggal 22 Agustus 2016|TRANSFER|Uang|1203500000|NO DATA|1203500000.000000|Approved|NG HOK LUNG|2016-09-29 00:00:00|J|Gladys.Citra|Gladys.Citra|NURHASAN|NG HOK LUNG|2016-09-29 17:11:00|0|0|BD1601000|100|12035000.00||0|MKI|SALES MKI
BP16091466|2016-09-29 00:00:00|NO DATA|Nasional|Nasional|Nasional|MTI|TP LOKAL|601.5101|Tambahan Budget BP16020072 Program Merchandiser Morinaga Kino Indonesia untuk MTI Pareto Jambi |2016-01-01 00:00:00|2016-03-31 00:00:00|0||1  Program Merchandiser Morinaga Kino Indonesia untuk MTI Pareto Jambi Periode	   :  1 Januari -31 Maret  2016Mekanisme Pelaksanaan :1Merchandiser akan menerima barang yang di   masuk di Grup Trona dan MTI lainnya2Outlet akan memberikan display untuk all produk MKI3Merchandiser memajang all produk MKI sesuai dengan planogramEstimasi Biaya  :Gaji  Merchandiser  sesuai  UMP   	 :  Rp 1710000,-Uang Makan Rp10000/hari X 25 HK	 :  Rp     250000,-Transportasi Rp 10000/hari X 25 HK	 :  Rp     250000,-Grand Total                                                    :  Rp  2210000,-Estimasi Omset  :BEVERAGE  Rata – rata penjualan 3LM  Rp 70858988,-  , Estimasi Omset  Jan – Mar ’16  Rp 9211668402,-CANDY Rata – rata penjualan 3LM  Rp 23622465,-  , Estimasi Omset  Jan – Mar ’16  Rp 3070920468,-SNACKRata – rata penjualan 3LM  Rp 31869450,-  , Estimasi Omset  Jan – Mar ’16  Rp 4143028485,-TOTAL  Rata – rata penjualan 3LM  Rp 126350903,-  , Estimasi Omset  Jan – Mar ’16  Rp 164256174,-Mekanisme Klaim :1 Melampirkan Surat Program 2 Melampirkan Absensi dan Daftar Kunjungan Merchandiser ke Outlet 3 Subdist terlebih dahulu membayarkan kepada Merchandiser pada saat periode program berakhir kemudian di klaim ke DLS 4 Batas Akhir Klaim ke DLS Mei 2016|TRANSFER|Uang|424320000|NO DATA|424320000.000000|Approved||2016-09-29 00:00:00|J|Gladys.Citra|Gladys.Citra|||2016-09-29 17:42:00|0|0|BD1601000|100|4243200.00||0|MKI|SALES MKI
BP16091473|2016-09-30 00:00:00|NO DATA|012501|DUTA LESTARI SENTRATAMA, PT - BEKASI2|Distributor|SALES MT DLS|TP LOKAL|601.5101|DISCOUNT TAMBAHAN GO 3% DI SIL BITUNG|2016-09-27 00:00:00|2016-09-29 00:00:00|6295775|PUSH OMSET|DISC GO 3% ON PO DIBERIKAN SELAMA PERIODE PO RUNNING RATE|TRANSFER|Uang|18887300|NO DATA|2.999900|Approved|ERICK WIRIYANTO|2016-09-30 00:00:00|J|Reny.DLS|Yuliasari.Hermawati|HAMZAH SETIABUDI|ERICK WIRIYANTO|2016-09-30 09:06:00|0|0|BD1601002|100|188873.00||6295775|MKI|SALES BO
BP16091475|2016-09-30 00:00:00|NO DATA|1043044|DUTA LESTARI SENTRATAMA, PT - SURABAYA 1|Distributor|SALES MT DLS|TP LOKAL|601.5101|PROGRAM 20+1 CANDY & 25+1 CANDY DI OUTLET MTI DLS SBY 1 (PROPSBY1-203/MOD/DLS/IX/2016)|2016-09-21 00:00:00|2016-09-30 00:00:00|0||1	Program trade promo product Candy  (exclude Hi Chew & CCB) outlet MTI – DLS SBY 12	Mekanisme Program : Minimal order   20 ctn  free 1 Ctn Candy (outlet Reny Katamso,Lestari Tropodo, Hengki Honawan, Remaja, Reni Bratang) , min order 25 ctn free 1 ctn (outlet Karunia, acc pak Robin By phone 30 september 2016) berlaku kelipatan, ON FAKTUR3	Target total 280 ctn = 20,3 juta , target in ctn masing-masing outlet sbb :-	Reny Katamso target 20 ctn-	Lestari Tropodo target 40 ctn-	Hengki Honawan target 40 ctn-	Remaja target 40 ctn-	Reni Bratang target 40 ctn-	Karunia target 100 ctn4	Periode program 21 September – 30 September5	Budget Rp 942500,-6	No Proposal : PROPSBY1-203/MOD/DLS/IX/2016, ACC  pak Robin by email 21 September 2016|TRANSFER|Barang|94250000|NO DATA|94250000.000000|Approved|NG HOK LUNG|2016-09-30 00:00:00|J|Evi.Farikah|Gladys.Citra|NUR HASAN|NG HOK LUNG|2016-09-30 09:10:00|0|0|BD1601000|100|942500.00||0|MKI|SALES MKI
BP16091593|2016-09-30 00:00:00|NO DATA|1043037|DUTA LESTARI SENTRATAMA, PT - BANDUNG|Distributor|SALES MT DLS|TP LOKAL|601.5101|TAMBAHAN BUDGET BP16091143 PRODUCT SAMPLE EVENT SAMPLING SNACKIT PIA 100 DI MT OUTLET DI AREA BANDUNG|2016-09-01 00:00:00|2016-10-31 00:00:00|0||PRODUCT SAMPLE EVENT SAMPLING SNACKIT PIA 100 DI MT OUTLET DI AREA BANDUNGSEHUBUNGAN DENGAN AKAN DIADAKANNYA EVENT SAMPLING SNACKIT PIA 100 DI OUTLET MT AREA BANDUNG PADA TANGGAL 23-25 SEPTEMBER 2016 DAN 30 SEPTEMBER - 2 OKTOBER 2016, MAKA AKAN DIBERIKAN PRODUCT SAMPLING SEBAGAI BERIKUT :1	SNACKIT PIA 100 REGULAR KEJU SEBANYAK 11 CTN2	SNACKIT PIA 100 REGULAR COKLAT SEBANYAK 50 CTN3	SNACKIT PIA 100 REGULAR KCG HIJAU SEBANYAK 50 CTN4	SNACKIT PIA 100 REGULAR PANDAN SEBANYAK 23 CTNTOTAL 134 CTNKETENTUAN:1	SAMPLE MENGGUNAKAN PRODUK DARI DLS – BANDUNG 1 TERLEBIH DAHULU KEMUDIAN BARU DIKLAIMKE MKI2	TOTAL KUOTA SAMPLE ADALAH 134 KARTON SESUAI RINCIAN DI ATAS3	DLS / SUB DIST WAJIB MELAKUKAN KLAIM MAKSIMAL 2 (DUA) BULAN DARI BULAN SEPTEMBER 2016 INI (MAKSIMAL KLAIM DI BULAN NOVEMBER 2016)4	KLAIM TIDAK BOLEH MELEBIHI DARI KUOTA YANG SUDAH DITETAPKAN DI ATASREF NO : 007/MKI/MKT/SNK/IX/16NO RECO : 0023/RC-SN/09/2016|TRANSFER|Barang|1232800000|NO DATA|1232800000.000000|Approved|BUDIYANTO|2016-09-30 00:00:00|J|Gladys.Citra|Gladys.Citra|NURHASAN|BUDIYANTO|2016-09-30 18:54:00|0|0|BD1601000|100|12328000.00||0|MKI|SALES MKI
BP16091599|2016-09-30 00:00:00|NO DATA|1043038|DUTA LESTARI SENTRATAMA, PT - BEKASI|Distributor|SALES MT DLS|TP LOKAL|601.5101|Tambahan Budget BP16081289 Kebutuhan sample sampling & selling HI CHEW|2016-08-01 00:00:00|2016-09-30 00:00:00|0||Info Program : Kebutuhan sample sampling & selling HI CHEWPeriode : Agustus-September 2016Produk : HI CHEW (Grape, Strawbery & Orange)Detail outlet dan kuota sampel  terlampir di proposal programProposal Approve Pak Sutoni by email tgl 25 Agustus 2016|TRANSFER|Barang|1773600000|NO DATA|1773600000.000000|Approved||2016-09-30 00:00:00|J|Gladys.Citra|Gladys.Citra|||2016-09-30 19:13:00|0|0|BD1601000|100|17736000.00||0|MKI|SALES MKI
BP16091061|2016-09-30 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY STORE FEE  ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|505837736|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM |TRANSFER|Uang|83333300|NO DATA|.164700|Approved|Nani Sumaryani|2016-09-22 00:00:00|J|Anisa|Nani.Sumaryani|||2016-09-30 22:35:00|0|0|BD1602000|100|833333.00||505837736|MKI|MODERN
BP16091066|2016-09-30 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY INSENTIF REBATE  ALFA MIDI 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|505837736|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT |TRANSFER|Uang|41911300|NO DATA|.082800|Approved|Nani Sumaryani|2016-09-22 00:00:00|J|Anisa|Nani.Sumaryani|||2016-09-30 22:35:00|0|0|BD1602000|100|419113.00||505837736|MKI|MODERN
BP16091513|2016-09-30 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT PF|DISPLAY PF|601.4302|SEWA CANDY SEWA BLOCK SELVING  ALFA MIDI JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|505837736|UNTUK MENINGKATKAN PENJUALAN|PEMAJANGAN PRODUK DI ACCOUNT, PRODUKNYA ADALAH  |TRANSFER|Uang|2000000000|NO DATA|3.953800|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|20000000.00||505837736|MKI|MODERN
BP16091514|2016-09-30 00:00:00|NO DATA|KA00001|ALFA MIDI|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY  ALFA MIDI JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|505837736|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM |TRANSFER|Uang|88245500|NO DATA|.174400|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|882455.00||505837736|MKI|MODERN
BP16091479|2016-09-30 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY  CARREFOUR JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM| REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM |TRANSFER|Uang|618554100|NO DATA|.710100|Approved|NANI|2016-09-30 00:00:00|J|Sampurno|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|6185541.00||871054761|MKI|MODERN
BP16091481|2016-09-30 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY  Carrefour JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM| PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT |TRANSFER|Uang|112464400|NO DATA|.129100|Approved|NANI|2016-09-30 00:00:00|J|Sampurno|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|1124644.00||871054761|MKI|MODERN
BP16091484|2016-09-30 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY  Carrefour JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM| BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM |TRANSFER|Uang|175000000|NO DATA|.200900|Approved|NANI|2016-09-30 00:00:00|J|Sampurno|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|1750000.00||871054761|MKI|MODERN
BP16091516|2016-09-30 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY  Carrefour JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|871054761|TRADING TERM|PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN |TRANSFER|Uang|84835100|NO DATA|.097300|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|848351.00||871054761|MKI|MODERN
BP16091518|2016-09-30 00:00:00|NO DATA|KA00003|CARREFOUR|KA|TT NON PF|EVENT FEE|601.4404|EVENT FEE ALL CANDY ANNIVERSARY  CARREFOUR AGS|2016-08-01 00:00:00|2016-08-31 00:00:00|30000000|TRADING TERM|BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUT MENGADAKAN EVENT ALL |TRANSFER|Uang|500000000|NO DATA|16.666600|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|5000000.00||30000000|MKI|MODERN
BP16091486|2016-09-30 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY  GIANT JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM| REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM |TRANSFER|Uang|119731200|NO DATA|.207100|Approved|NANI|2016-09-30 00:00:00|J|Sampurno|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|1197312.00||578026411|MKI|MODERN
BP16091489|2016-09-30 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY  Giant JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM| PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT |TRANSFER|Uang|47892500|NO DATA|.082800|Approved|NANI|2016-09-30 00:00:00|J|Sampurno|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|478925.00||578026411|MKI|MODERN
BP16091492|2016-09-30 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY  Giant JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM| BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM |TRANSFER|Uang|125000000|NO DATA|.216200|Approved|NANI|2016-09-30 00:00:00|J|Forry.Handoko|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|1250000.00||578026411|MKI|MODERN
BP16091499|2016-09-30 00:00:00|NO DATA|KA00011|GIANT|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY  Giant JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|578026411|TRADING TERM| PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN |TRANSFER|Uang|36126700|NO DATA|.062500|Approved|NANI|2016-09-30 00:00:00|J|Forry.Handoko|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|361267.00||578026411|MKI|MODERN
BP16091487|2016-09-30 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY  HERO JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM| REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM |TRANSFER|Uang|90777700|NO DATA|.207100|Approved|NANI|2016-09-30 00:00:00|J|Sampurno|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|907777.00||438247809|MKI|MODERN
BP16091490|2016-09-30 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY  Hero JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM| PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT |TRANSFER|Uang|36311100|NO DATA|.082800|Approved|NANI|2016-09-30 00:00:00|J|Sampurno|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|363111.00||438247809|MKI|MODERN
BP16091498|2016-09-30 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|STORE FEE|601.4403|OPENING NEW STORE CANDY  Hero JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM| BIAYA YANG DIKELUARKAN OLEH PERUSAHAAN BILA ACCOUNT MELAKUKAN OPENING NEW STORE ATAU RELAUNCH DAN TERTERA DALAM TRADING TERM |TRANSFER|Uang|8333300|NO DATA|.019000|Approved|NANI|2016-09-30 00:00:00|J|Forry.Handoko|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|83333.00||438247809|MKI|MODERN
BP16091501|2016-09-30 00:00:00|NO DATA|KA00013|HERO|KA|TT NON PF|PENALTY SERVICE LEVEL|601.4406|PENALTY SERVICE LEVEL CANDY  Hero JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|438247809|TRADING TERM| PENALTY YANG DIKENAKAN ATAS PENGIRIMAN BARANG KARENA TIDAK SESUAI PO YANG DIKELUARKAN |TRANSFER|Uang|27390500|NO DATA|.062500|Approved|NANI|2016-09-30 00:00:00|J|Forry.Handoko|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|273905.00||438247809|MKI|MODERN
BP16091035|2016-09-30 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY FIX REBATE  INDOGROSIR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|777370235|TRADING TERM| REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM  |TRANSFER|Uang|64409100|NO DATA|.082800|Approved|NANI SUMARYANI|2016-09-22 00:00:00|J|Anisa|Nani.Sumaryani|NANI SUMARYANI|NANI SUMARYANI|2016-09-30 22:35:00|0|0|BD1602000|100|644091.00||777370235|MKI|MODERN
BP16091039|2016-09-30 00:00:00|NO DATA|KA00015|INDOGROSIR|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY INSENTIF REBATE  INDOGROSIR 01 JAN - 31 DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|777370235|TRADING TERM| PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT  |TRANSFER|Uang|64409100|NO DATA|.082800|Approved|NANI SUMARYANI|2016-09-22 00:00:00|J|Anisa|Nani.Sumaryani|NANI SUMARYANI|NANI SUMARYANI|2016-09-30 22:35:00|0|0|BD1602000|100|644091.00||777370235|MKI|MODERN
BP16091504|2016-09-30 00:00:00|NO DATA|KA00018|LOTTEMART HYPER|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY  LOTTEMART HYPER JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|197209972|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM |TRANSFER|Uang|8713300|NO DATA|.044100|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|87133.00||197209972|MKI|MODERN
BP16091507|2016-09-30 00:00:00|NO DATA|KA00018|LOTTEMART HYPER|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY  LOTTEMART HYPER JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|197209972|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT |TRANSFER|Uang|8713300|NO DATA|.044100|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|87133.00||197209972|MKI|MODERN
BP16091505|2016-09-30 00:00:00|NO DATA|KA00019|LOTTEMART WHOLE|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY  LOTTEMART WHOLE JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|805952531|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM |TRANSFER|Uang|100166000|NO DATA|.124200|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|1001660.00||805952531|MKI|MODERN
BP16091508|2016-09-30 00:00:00|NO DATA|KA00019|LOTTEMART WHOLE|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY  LOTTEMART WHOLE JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|805952531|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT |TRANSFER|Uang|66777300|NO DATA|.082800|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|667773.00||805952531|MKI|MODERN
BP16091506|2016-09-30 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|FIXED REBATE|601.4401|FIX REBATE CANDY  MATAHARI JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|REBATE YG DIPEROLEH ACCOUNT  BERDASARKAN TOTAL PENJUALAN & TERTERA DITRADING TERM |TRANSFER|Uang|110681700|NO DATA|.321400|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|1106817.00||344300289|MKI|MODERN
BP16091510|2016-09-30 00:00:00|NO DATA|KA00021|MATAHARI|KA|TT NON PF|INSENTIF REBATE|601.4402|INSENTIF REBATE CANDY  MATAHARI JAN - DES 2016|2016-01-01 00:00:00|2016-12-31 00:00:00|344300289|TRADING TERM|PENCAPAIAN ATAS TARGET YANG DITETAPKAN DALAM TRADING TERM YANG BERHAK DITERIMA OLEH ACCOUNT |TRANSFER|Uang|55341000|NO DATA|.160700|Approved|NANI|2016-09-30 00:00:00|J|Anisa|Nani.Sumaryani|NANI|NANI|2016-09-30 22:35:00|0|0|BD1602000|100|553410.00||344300289|MKI|MODERN
